id,title,score,type,eps,year
mal_738,Working'!!,7.81,TV,13,Oct 2011 - Dec 2011
mal_739,Yuukoku no Moriarty OVA,7.81,OVA,2,Apr 2022 - Apr 2022
mal_740,5-toubun no Hanayome Movie,7.81,Movie,1,May 2022 - May 2022
mal_741,Arknights: Rise from Ember,7.81,TV,10,Jul 2025 - Sep 2025
mal_742,Break Blade Movie 4: Sanka no Chi,7.81,Movie,1,Oct 2010 - Oct 2010
mal_743,Crayon Shin-chan,7.81,TV,?,Apr 1992 -
mal_744,Digimon Adventure: Bokura no War Game!,7.81,Movie,1,Mar 2000 - Mar 2000
mal_745,Gekkan Shoujo Nozaki-kun,7.81,TV,12,Jul 2014 - Sep 2014
mal_746,Grisaia no Meikyuu: Caprice no Mayu 0,7.81,TV Special,1,Apr 2015 - Apr 2015
mal_747,Gungrave,7.81,TV,26,Oct 2003 - Mar 2004
mal_748,Haikyuu!! (OVA),7.81,OVA,10,Mar 2020 - Mar 2020
mal_749,Hidamari Sketch x ☆☆☆ Specials,7.81,TV Special,2,Oct 2010 - Oct 2010
mal_750,Bungou Stray Dogs,7.80,TV,12,Apr 2016 - Jun 2016
mal_751,Haikyuu!! Movie: Gomisuteba no Kessen,8.61,Movie,1,Feb 2024 - Feb 2024
mal_752,Hajime no Ippo: Rising,8.61,TV,25,Oct 2013 - Mar 2014
mal_753,Kenpuu Denki Berserk,8.61,TV,25,Oct 1997 - Apr 1998
mal_754,Luo Xiaohei Zhanji 2,8.61,Movie,1,Jul 2025 - Jul 2025
mal_755,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,8.61,TV,12,Oct 2021 - Dec 2021
mal_756,Natsume Yuujinchou Roku,8.61,TV,11,Apr 2017 - Jun 2017
mal_757,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,8.60,Movie,1,Jan 2020 - Jan 2020
mal_758,Made in Abyss: Retsujitsu no Ougonkyou,8.60,TV,12,Jul 2022 - Sep 2022
mal_759,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,8.60,Movie,1,Apr 2009 - Apr 2009
mal_760,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,8.59,Movie,1,Jun 2019 - Jun 2019
mal_761,Suzumiya Haruhi no Shoushitsu,8.59,Movie,1,Feb 2010 - Feb 2010
mal_762,Dungeon Meshi,8.59,TV,24,Jan 2024 - Jun 2024
mal_763,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,8.58,TV,39,Oct 2018 - Jul 2019
mal_764,Mushishi Zoku Shou: Suzu no Shizuku,8.58,Movie,1,May 2015 - May 2015
mal_765,Ore dake Level Up na Ken Season 2: Arise from the Shadow,8.58,TV,13,Jan 2025 - Mar 2025
mal_766,Shin Evangelion Movie:||,8.58,Movie,1,Mar 2021 - Mar 2021
mal_767,Shingeki no Kyojin,8.57,TV,25,Apr 2013 - Sep 2013
mal_768,"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",8.57,Movie,1,Jul 1997 - Jul 1997
mal_769,Uma Musume: Cinderella Gray,8.57,TV,13,Apr 2025 - Jun 2025
mal_770,Kaoru Hana wa Rin to Saku,8.57,TV,13,Jul 2025 - Sep 2025
mal_771,Nana,8.57,TV,47,Apr 2006 - Mar 2007
mal_772,Natsume Yuujinchou Shichi,8.57,TV,12,Oct 2024 - Dec 2024
mal_773,Kaguya-sama wa Kokurasetai: Otona e no Kaidan,8.56,TV Special,1,Dec 2025 - Dec 2025
mal_774,Kizumonogatari II: Nekketsu-hen,8.56,Movie,1,Aug 2016 - Aug 2016
mal_775,Natsume Yuujinchou Go,8.56,TV,11,Oct 2016 - Dec 2016
mal_776,Natsume Yuujinchou San,8.56,TV,13,Jul 2011 - Sep 2011
mal_777,Ookami Kodomo no Ame to Yuki,8.56,Movie,1,Jul 2012 - Jul 2012
mal_778,Prism Rondo,8.56,ONA,20,Jan 2026 - Jan 2026
mal_779,Haikyuu!! To the Top Part 2,8.56,TV,12,Oct 2020 - Dec 2020
mal_780,Doupo Cangqiong: San Nian Zhi Yue,8.55,ONA,13,Oct 2021 - Jan 2022
mal_781,Kimi no Suizou wo Tabetai,8.55,Movie,1,Sep 2018 - Sep 2018
mal_782,Perfect Blue,8.55,Movie,1,Feb 1998 - Feb 1998
mal_783,Slam Dunk,8.55,TV,101,Oct 1993 - Mar 1996
mal_784,Steins;Gate 0,8.55,TV,23,Apr 2018 - Sep 2018
mal_785,Yojouhan Shinwa Taikei,8.55,TV,11,Apr 2010 - Jul 2010
mal_786,Shingeki no Kyojin Season 2,8.54,TV,12,Apr 2017 - Jun 2017
mal_787,Shouwa Genroku Rakugo Shinjuu,8.54,TV,13,Jan 2016 - Apr 2016
mal_788,[Oshi no Ko],8.54,TV,11,Apr 2023 - Jun 2023
mal_789,Fate/Zero 2nd Season,8.54,TV,12,Apr 2012 - Jun 2012
mal_790,Hotaru no Haka,8.54,Movie,1,Apr 1988 - Apr 1988
mal_791,Kimetsu no Yaiba Movie: Mugen Ressha-hen,8.54,Movie,1,Oct 2020 - Oct 2020
mal_792,Zoku Natsume Yuujinchou,8.53,TV,13,Jan 2009 - Mar 2009
mal_793,Chiikawa,8.53,TV,?,Apr 2022 -
mal_794,Fruits Basket 2nd Season,8.53,TV,25,Apr 2020 - Sep 2020
mal_795,Bakuman. 3rd Season,8.52,TV,25,Oct 2012 - Mar 2013
mal_796,Dr. Stone: Science Future Part 2,8.52,TV,12,Jul 2025 - Sep 2025
mal_797,Fanren Xiu Xian Zhuan 4th Season,8.52,ONA,52,Jan 2025 - Jan 2026
mal_798,Gintama Movie 1: Shinyaku Benizakura-hen,8.52,Movie,1,Apr 2010 - Apr 2010
mal_799,Jujutsu Kaisen,8.52,TV,24,Oct 2020 - Mar 2021
mal_800,Mushishi: Hihamukage,8.52,TV Special,1,Jan 2014 - Jan 2014
mal_801,Samurai Champloo,8.52,TV,26,May 2004 - Mar 2005
mal_802,[Oshi no Ko] 2nd Season,8.52,TV,13,Jul 2024 - Oct 2024
mal_803,Chou Kaguya-hime!,8.51,ONA,1,Jan 2026 - Jan 2026
mal_804,Gintama. Porori-hen,8.51,TV,13,Oct 2017 - Dec 2017
mal_805,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 3,8.51,ONA,14,Dec 2022 - Dec 2022
mal_806,Kara no Kyoukai Movie 5: Mujun Rasen,8.51,Movie,1,Aug 2008 - Aug 2008
mal_807,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,8.51,TV,26,Jan 2004 - Jan 2005
mal_808,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,8.50,TV,39,Apr 2016 - Dec 2016
mal_809,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,8.50,Movie,1,Oct 2013 - Oct 2013
mal_810,Shoujo☆Kageki Revue Starlight Movie,8.50,Movie,1,Jun 2021 - Jun 2021
mal_811,Sora yori mo Tooi Basho,8.50,TV,13,Jan 2018 - Mar 2018
mal_812,Yuru Camp△ Season 2,8.50,TV,13,Jan 2021 - Apr 2021
mal_813,[Oshi no Ko] 3rd Season,8.50,TV,11,Jan 2026 -
mal_814,Fate/strange Fake,8.50,TV,13,Jan 2026 -
mal_815,Grand Blue Season 2,8.50,TV,12,Jul 2025 - Sep 2025
mal_816,Mob Psycho 100,8.49,TV,12,Jul 2016 - Sep 2016
mal_817,Tian Guan Cifu Special,8.49,ONA,1,Feb 2021 - Feb 2021
mal_818,Uchuu Kyoudai,8.48,TV,99,Apr 2012 - Mar 2014
mal_819,Given Movie 3: Umi e,8.48,Movie,1,Sep 2024 - Sep 2024
mal_820,Nezha Zhi Mo Tong Nao Hai,8.48,Movie,1,Jan 2025 - Jan 2025
mal_821,One Punch Man,8.48,TV,12,Oct 2015 - Dec 2015
mal_822,Ousama Ranking,8.48,TV,23,Oct 2021 - Mar 2022
mal_823,Nichijou,8.47,TV,26,Apr 2011 - Sep 2011
mal_824,Summertime Render,8.47,TV,25,Apr 2022 - Sep 2022
mal_825,Yakusoku no Neverland,8.47,TV,12,Jan 2019 - Mar 2019
mal_826,Ansatsu Kyoushitsu 2nd Season,8.47,TV,25,Jan 2016 - Jul 2016
mal_827,Aria the Origination,8.47,TV,13,Jan 2008 - Apr 2008
mal_828,Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,8.46,Movie,1,Jan 2019 - Jan 2019
mal_829,Mo Dao Zu Shi,8.46,ONA,15,Jul 2018 - Oct 2018
mal_830,Mo Dao Zu Shi: Xian Yun Pian,8.46,ONA,8,Aug 2019 - Sep 2019
mal_831,Rainbow: Nisha Rokubou no Shichinin,8.46,TV,26,Apr 2010 - Sep 2010
mal_832,Yuu☆Yuu☆Hakusho,8.46,TV,112,Oct 1992 - Jan 1995
mal_833,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,8.45,Movie,1,Apr 2013 - Apr 2013
mal_834,Banana Fish,8.45,TV,24,Jul 2018 - Dec 2018
mal_835,Chihayafuru 3,8.45,TV,24,Oct 2019 - Mar 2020
mal_836,Gintama: The Semi-Final,8.45,Special,2,Jan 2021 - Jan 2021
mal_837,Grand Blue,8.45,TV,12,Jul 2018 - Sep 2018
mal_838,Owarimonogatari,8.45,TV,12,Oct 2015 - Dec 2015
mal_839,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders - Egypt-hen,8.44,TV,24,Jan 2015 - Jun 2015
mal_840,Kimi ni Todoke 3rd Season,8.44,ONA,5,Aug 2024 - Aug 2024
mal_841,Pluto,8.44,ONA,8,Oct 2023 - Oct 2023
mal_842,Tian Guan Cifu Short Film,8.44,ONA,?,Feb 2025 -
mal_843,Xian Ni,8.44,ONA,128,Sep 2023 -
mal_844,Dandadan,8.44,TV,12,Oct 2024 - Dec 2024
mal_845,Chainsaw Man,8.43,TV,12,Oct 2022 - Dec 2022
mal_846,Dandadan 2nd Season,8.43,TV,12,Jul 2025 - Sep 2025
mal_847,Doupo Cangqiong: Nian Fan,8.43,ONA,209,Jul 2022 -
mal_848,Golden Kamuy 3rd Season,8.43,TV,12,Oct 2020 - Dec 2020
mal_849,Haikyuu!!,8.43,TV,25,Apr 2014 - Sep 2014
mal_850,Hunter x Hunter,8.43,TV,62,Oct 1999 - Mar 2001
mal_851,Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season,8.43,TV,16,Oct 2024 - Mar 2025
mal_852,Spy x Family,8.43,TV,12,Apr 2022 - Jun 2022
mal_853,Zoku Owarimonogatari,8.43,TV,6,May 2019 - Jun 2019
mal_854,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,8.42,TV,12,Jan 2021 - Mar 2021
mal_855,Shingeki no Kyojin: Kuinaki Sentaku,8.42,OVA,2,Dec 2014 - Apr 2015
mal_856,Tian Guan Cifu,8.42,ONA,11,Oct 2020 - Jan 2021
mal_857,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,8.42,Movie,1,Sep 2019 - Sep 2019
mal_858,Wu Liuqi: Xuanwu Guo Pian,8.42,ONA,10,Jan 2021 - May 2021
mal_859,Ikoku Nikki,8.42,TV,13,Jan 2026 -
mal_860,Kono Oto Tomare! Part 2,8.42,TV,13,Oct 2019 - Dec 2019
mal_861,Koukaku Kidoutai: Stand Alone Complex,8.42,TV,26,Oct 2002 - Oct 2003
mal_862,Mushishi Zoku Shou: Odoro no Michi,8.42,TV Special,1,Aug 2014 - Aug 2014
mal_863,Natsume Yuujinchou Movie: Utsusemi ni Musubu,8.42,Movie,1,Sep 2018 - Sep 2018
mal_864,Bungou Stray Dogs 4th Season,8.42,TV,13,Jan 2023 - Mar 2023
mal_865,Gintama: Yorinuki Gintama-san on Theater 2D,8.42,Movie,2,Aug 2012 - Aug 2012
mal_866,Saenai Heroine no Sodatekata Fine,8.41,Movie,1,Oct 2019 - Oct 2019
mal_867,Saiki Kusuo no Ψ-nan,8.41,TV,120,Jul 2016 - Dec 2016
mal_868,Saiki Kusuo no Ψ-nan 2,8.41,TV,24,Jan 2018 - Jun 2018
mal_869,Karakai Jouzu no Takagi-san Movie,8.41,Movie,1,Jun 2022 - Jun 2022
mal_870,Kimetsu no Yaiba,8.41,TV,26,Apr 2019 - Sep 2019
mal_871,Mononoke,8.41,TV,12,Jul 2007 - Sep 2007
mal_872,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,8.40,TV,12,Jan 2019 - Mar 2019
mal_873,Kamisama Hajimemashita: Kako-hen,8.40,OVA,4,Aug 2015 - Aug 2016
mal_874,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,8.40,Movie,1,Aug 2019 - Aug 2019
mal_875,Natsume Yuujinchou Roku Specials,8.40,Special,2,Sep 2017 - Oct 2017
mal_876,Made in Abyss Movie 2: Hourou Suru Tasogare,8.39,Movie,1,Jan 2019 - Jan 2019
mal_877,Major S5,8.39,TV,25,Jan 2009 - Jun 2009
mal_878,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,8.39,TV,12,Apr 2024 - Jul 2024
mal_879,Houseki no Kuni,8.39,TV,12,Oct 2017 - Dec 2017
mal_880,Ramayana: The Legend of Prince Rama,8.39,Movie,1,Jan 1993 - Jan 1993
mal_881,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,8.39,Movie,1,Feb 2018 - Feb 2018
mal_882,Violet Evergarden: Recollections,8.39,Special,1,Oct 2021 - Oct 2021
mal_883,Tunshi Xingkong 3rd Season,8.38,ONA,33,Sep 2022 - Apr 2023
mal_884,Vivy: Fluorite Eye's Song,8.38,TV,13,Apr 2021 - Jun 2021
mal_885,Josee to Tora to Sakana-tachi,8.38,Movie,1,Dec 2020 - Dec 2020
mal_886,Jujutsu Kaisen 0 Movie,8.38,Movie,1,Dec 2021 - Dec 2021
mal_887,Kaze ga Tsuyoku Fuiteiru,8.38,TV,23,Oct 2018 - Mar 2019
mal_888,Mahou Shoujo Madoka★Magica,8.38,TV,12,Jan 2011 - Apr 2011
mal_889,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,8.38,Movie,1,Oct 2012 - Oct 2012
mal_890,Blue Giant,8.38,Movie,1,Feb 2023 - Feb 2023
mal_891,Cowboy Bebop: Tengoku no Tobira,8.38,Movie,1,Sep 2001 - Sep 2001
mal_892,Gintama°: Aizome Kaori-hen,8.38,OVA,2,Aug 2016 - Nov 2016
mal_893,3-gatsu no Lion,8.37,TV,22,Oct 2016 - Mar 2017
mal_894,Chihayafuru 2,8.37,TV,25,Jan 2013 - Jun 2013
mal_895,Haikyuu!! To the Top,8.37,TV,13,Jan 2020 - Apr 2020
mal_896,Shinseiki Evangelion,8.37,TV,26,Oct 1995 - Mar 1996
mal_897,Tunshi Xingkong 4th Season,8.37,ONA,175,Oct 2023 -
mal_898,Yuru Camp△ Movie,8.37,Movie,1,Jul 2022 - Jul 2022
mal_899,Karakai Jouzu no Takagi-san 3,8.37,TV,12,Jan 2022 - Mar 2022
mal_900,Medalist,8.37,TV,13,Jan 2025 - Mar 2025
mal_901,Initial D First Stage,8.36,TV,26,Apr 1998 - Dec 1998
mal_902,K-On! Movie,8.36,Movie,1,Dec 2011 - Dec 2011
mal_903,Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),8.36,Movie,1,Aug 2009 - Aug 2009
mal_904,Kaze no Tani no Nausicaä,8.36,Movie,1,Mar 1984 - Mar 1984
mal_905,Kizumonogatari I: Tekketsu-hen,8.36,Movie,1,Jan 2016 - Jan 2016
mal_906,Barakamon,8.36,TV,12,Jul 2014 - Sep 2014
mal_907,Cross Game,8.36,TV,50,Apr 2009 - Mar 2010
mal_908,Douluo Dalu 2nd Season,8.36,ONA,237,Dec 2018 - Jun 2023
mal_909,Fruits Basket: Prelude,8.36,Movie,1,Feb 2022 - Feb 2022
mal_910,Gintama: Shiroyasha Koutan,8.36,Special,1,Sep 2008 - Sep 2008
mal_911,Girls Band Cry,8.36,TV,13,Apr 2024 - Jun 2024
mal_912,Ashita no Joe,8.35,TV,79,Apr 1970 - Sep 1971
mal_913,Baccano!,8.35,TV,13,Jul 2007 - Nov 2007
mal_914,Fumetsu no Anata e,8.35,TV,20,Apr 2021 - Aug 2021
mal_915,Girls & Panzer: Saishuushou Part 4,8.35,Movie,1,Oct 2023 - Oct 2023
mal_916,Hyakuemu.,8.35,Movie,1,Sep 2025 - Sep 2025
mal_917,Non Non Biyori Nonstop,8.35,TV,12,Jan 2021 - Mar 2021
mal_918,Versailles no Bara,8.35,TV,40,Oct 1979 - Sep 1980
mal_919,"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",8.35,Special,1,Jul 2018 - Jul 2018
mal_920,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,8.35,TV,12,Jul 2020 - Sep 2020
mal_921,Tensei shitara Slime Datta Ken 2nd Season,8.34,TV,12,Jan 2021 - Mar 2021
mal_922,Yofukashi no Uta Season 2,8.34,TV,12,Jul 2025 - Sep 2025
mal_923,86,8.34,TV,11,Apr 2021 - Jun 2021
mal_924,Fanren Xiu Xian Zhuan: Xinghai Feichi,8.34,ONA,48,Nov 2023 - Oct 2024
mal_925,Hellsing Ultimate,8.34,OVA,10,Feb 2006 - Dec 2012
mal_926,Hibike! Euphonium 2,8.34,TV,13,Oct 2016 - Dec 2016
mal_927,IDOLiSH7 Third Beat! Part 2,8.34,TV,17,Oct 2022 - Feb 2023
mal_928,Kimetsu no Yaiba: Mugen Ressha-hen,8.34,TV,7,Oct 2021 - Nov 2021
mal_929,Kono Subarashii Sekai ni Shukufuku wo! 3,8.34,TV,11,Apr 2024 - Jun 2024
mal_930,Meitantei Conan Movie 26: Kurogane no Submarine,8.34,Movie,1,Apr 2023 - Apr 2023
mal_931,Kobayashi-san Chi no Maid Dragon: Samishigariya no Ryuu,8.33,Movie,1,Jun 2025 - Jun 2025
mal_932,Luo Xiaohei Zhanji (Movie),8.33,Movie,1,Sep 2019 - Sep 2019
mal_933,Mushoku Tensei: Isekai Ittara Honki Dasu,8.33,TV,11,Jan 2021 - Mar 2021
mal_934,Natsume Yuujinchou: Itsuka Yuki no Hi ni,8.33,OVA,1,Feb 2014 - Feb 2014
mal_935,Psycho-Pass,8.33,TV,22,Oct 2012 - Mar 2013
mal_936,Bakuman. 2nd Season,8.33,TV,25,Oct 2011 - Mar 2012
mal_937,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,8.33,Movie,1,Mar 2011 - Mar 2011
mal_938,Bakemonogatari,8.32,TV,15,Jul 2009 - Jun 2010
mal_939,Fate/stay night: Unlimited Blade Works 2nd Season,8.32,TV,13,Apr 2015 - Jun 2015
mal_940,Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,8.32,Movie,12,Mar 2022 - May 2022
mal_941,Ginga Eiyuu Densetsu: Die Neue These - Sakubou,8.32,Movie,12,Sep 2022 - Nov 2022
mal_942,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,8.32,TV,13,Jul 2020 - Sep 2020
mal_943,Usagi Drop,8.32,TV,11,Jul 2011 - Sep 2011
mal_944,Wu Shan Wu Xing: Xichuan Huan Zi Lin,8.32,ONA,4,Jul 2023 - Aug 2023
mal_945,Kidou Senshi Gundam: The Origin,8.32,OVA,6,Feb 2015 - May 2018
mal_946,Kiseijuu: Sei no Kakuritsu,8.32,TV,24,Oct 2014 - Mar 2015
mal_947,One Outs,8.32,TV,25,Oct 2008 - Apr 2009
mal_948,Major S6,8.31,TV,25,Apr 2010 - Sep 2010
mal_949,Natsume Yuujinchou Go Specials,8.31,Special,2,Mar 2017 - Apr 2017
mal_950,NHK ni Youkoso!,8.31,TV,24,Jul 2006 - Dec 2006
mal_951,Bocchi the Rock! Movie,8.31,Movie,2,Jun 2024 - Aug 2024
mal_952,Dr. Stone: New World Part 2,8.31,TV,11,Oct 2023 - Dec 2023
mal_953,Hunter x Hunter: Original Video Animation,8.31,OVA,8,Jan 2002 - Apr 2002
mal_954,Romeo no Aoi Sora,8.31,TV,33,Jan 1995 - Dec 1995
mal_955,Sasaki to Miyano Movie: Sotsugyou-hen,8.31,Movie,1,Feb 2023 - Feb 2023
mal_956,Uchuu Senkan Yamato 2199,8.31,OVA,26,May 2012 - Oct 2013
mal_957,Shiguang Dailiren: Yingdu Pian,8.30,ONA,6,Dec 2024 - Jan 2025
mal_958,Uma Musume: Pretty Derby Season 2,8.30,TV,13,Jan 2021 - Mar 2021
mal_959,Initial D Final Stage,8.30,TV,4,May 2014 - Jun 2014
mal_960,Natsume Yuujinchou,8.30,TV,13,Jul 2008 - Sep 2008
mal_961,Ookami to Koushinryou II,8.30,TV,12,Jul 2009 - Sep 2009
mal_962,Boku dake ga Inai Machi,8.30,TV,12,Jan 2016 - Mar 2016
mal_963,Diamond no Ace: Second Season,8.30,TV,51,Apr 2015 - Mar 2016
mal_964,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,8.29,TV,11,Apr 2011 - Jun 2011
mal_965,Beck,8.29,TV,26,Oct 2004 - Mar 2005
mal_966,Evangelion Movie 2: Ha,8.29,Movie,1,Jul 2009 - Jul 2009
mal_967,Given,8.29,TV,11,Jul 2019 - Sep 2019
mal_968,Redline,8.29,Movie,1,Aug 2009 - Aug 2009
mal_969,Sakamichi no Apollon,8.29,TV,12,Apr 2012 - Jun 2012
mal_970,Steins;Gate: Oukoubakko no Poriomania,8.29,Special,1,Feb 2012 - Feb 2012
mal_971,Tensei shitara Slime Datta Ken 2nd Season Part 2,8.29,TV,12,Jul 2021 - Sep 2021
mal_972,Tokyo Godfathers,8.29,Movie,1,Nov 2003 - Nov 2003
mal_973,Tunshi Xingkong 2nd Season,8.29,ONA,26,Dec 2021 - Sep 2022
mal_974,Yuukoku no Moriarty Part 2,8.29,TV,13,Apr 2021 - Jun 2021
mal_975,Katanagatari,8.29,TV,12,Jan 2010 - Dec 2010
mal_976,Kemono no Souja Erin,8.29,TV,50,Jan 2009 - Dec 2009
mal_977,Kingdom 2nd Season,8.29,TV,39,Jun 2013 - Mar 2014
mal_978,Kuroko no Basket 3rd Season,8.29,TV,25,Jan 2015 - Jun 2015
mal_979,Meitantei Conan Movie 06: Baker Street no Bourei,8.29,Movie,1,Apr 2002 - Apr 2002
mal_980,Naruto: Shippuuden,8.29,TV,500,Feb 2007 - Mar 2017
mal_981,Kino no Tabi: The Beautiful World,8.28,TV,13,Apr 2003 - Jul 2003
mal_982,Major: World Series,8.28,OVA,2,Dec 2011 - Jan 2012
mal_983,Diamond no Ace: Act II,8.28,TV,52,Apr 2019 - Mar 2020
mal_984,Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,8.28,Movie,4,Nov 2019 - Nov 2019
mal_985,Seishun Buta Yarou wa Randoseru Girl no Yume wo Minai,8.28,Movie,1,Dec 2023 - Dec 2023
mal_986,Tanoshii Muumin Ikka,8.28,TV,78,Apr 1990 - Oct 1991
mal_987,Yuusha-kei ni Shosu: Choubatsu Yuusha 9004-tai Keimu Kiroku,8.28,TV,12,Jan 2026 -
mal_988,Rurouni Kenshin: Meiji Kenkaku Romantan,8.27,TV,94,Jan 1996 - Sep 1998
mal_989,Tenki no Ko,8.27,Movie,1,Jul 2019 - Jul 2019
mal_990,Koukaku Kidoutai,8.27,Movie,1,Nov 1995 - Nov 1995
mal_991,Doukyuusei,8.27,Movie,1,Feb 2016 - Feb 2016
mal_992,Gin no Saji 2nd Season,8.27,TV,11,Jan 2014 - Mar 2014
mal_993,Gintama: Shinyaku Benizakura-hen,8.27,Special,1,Dec 2010 - Dec 2010
mal_994,Dororo,8.26,TV,24,Jan 2019 - Jun 2019
mal_995,Dr. Stone,8.26,TV,24,Jul 2019 - Dec 2019
mal_996,Fate/Zero,8.26,TV,13,Oct 2011 - Dec 2011
mal_997,Gyakkyou Burai Kaiji: Ultimate Survivor,8.26,TV,26,Oct 2007 - Apr 2008
mal_998,Haikyuu!! Movie 4: Concept no Tatakai,8.26,Movie,1,Sep 2017 - Sep 2017
mal_999,Hotarubi no Mori e,8.26,Movie,1,Sep 2011 - Sep 2011
mal_1000,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su 2nd Season",8.26,TV,25,Oct 2024 - Mar 2025
mal_1001,Shirobako,8.26,TV,24,Oct 2014 - Mar 2015
mal_1002,Space☆Dandy 2nd Season,8.26,TV,13,Jul 2014 - Sep 2014
mal_1003,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,8.26,TV Special,1,Dec 2015 - Dec 2015
mal_1004,Tenkuu no Shiro Laputa,8.26,Movie,1,Aug 1986 - Aug 1986
mal_1005,Tsubasa: Tokyo Revelations,8.26,OVA,3,Nov 2007 - Mar 2008
mal_1006,Wu Liuqi: Jiyi Suipian,8.26,ONA,10,Oct 2024 - Nov 2024
mal_1007,Yuru Camp△,8.26,TV,12,Jan 2018 - Mar 2018
mal_1008,Kage no Jitsuryokusha ni Naritakute! 2nd Season,8.26,TV,12,Oct 2023 - Dec 2023
mal_1009,Mononoke Movie 2: Hinezumi,8.25,Movie,1,Mar 2025 - Mar 2025
mal_1010,Nodame Cantabile,8.25,TV,23,Jan 2007 - Jun 2007
mal_1011,Doupo Cangqiong 4th Season,8.25,ONA,24,Mar 2021 - Aug 2021
mal_1012,Dr. Stone: Science Future,8.25,TV,12,Jan 2025 - Mar 2025
mal_1013,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Yakusai-hen,8.25,TV,11,Jan 2023 - Mar 2023
mal_1014,Golden Kamuy: Saishuushou,8.25,TV,13,Jan 2026 -
mal_1015,Hajime no Ippo: Champion Road,8.25,TV Special,1,Apr 2003 - Apr 2003
mal_1016,Hajime no Ippo: Mashiba vs. Kimura,8.25,OVA,1,Sep 2003 - Sep 2003
mal_1017,Hunter x Hunter: Greed Island Final,8.25,OVA,14,Mar 2004 - Aug 2004
mal_1018,Tonari no Totoro,8.25,Movie,1,Apr 1988 - Apr 1988
mal_1019,Wu Liuqi: Anying Suming,8.25,ONA,10,Jan 2023 - Mar 2023
mal_1020,Re:Zero kara Hajimeru Isekai Seikatsu,8.24,TV,25,Apr 2016 - Sep 2016
mal_1021,Sennen Joyuu,8.24,Movie,1,Sep 2002 - Sep 2002
mal_1022,Shinsekai yori,8.24,TV,25,Sep 2012 - Mar 2013
mal_1023,Shoujo Shuumatsu Ryokou,8.24,TV,12,Oct 2017 - Dec 2017
mal_1024,Stranger: Mukou Hadan,8.24,Movie,1,Sep 2007 - Sep 2007
mal_1025,Suzume no Tojimari,8.24,Movie,1,Nov 2022 - Nov 2022
mal_1026,World Trigger 3rd Season,8.24,TV,14,Oct 2021 - Jan 2022
mal_1027,IDOLiSH7 Third Beat!,8.24,TV,13,Jul 2021 - Sep 2021
mal_1028,Kamisama Hajimemashita◎,8.24,TV,12,Jan 2015 - Mar 2015
mal_1029,Kono Subarashii Sekai ni Shukufuku wo! 2,8.24,TV,10,Jan 2017 - Mar 2017
mal_1030,Kuroshitsuji Movie: Book of the Atlantic,8.24,Movie,1,Jan 2017 - Jan 2017
mal_1031,Meitantei Conan: Episode One - Chiisaku Natta Meitantei,8.24,TV Special,1,Dec 2016 - Dec 2016
mal_1032,Mushen Ji,8.24,ONA,?,Oct 2024 -
mal_1033,Planetes,8.24,TV,26,Oct 2003 - Apr 2004
mal_1034,Golden Kamuy 2nd Season,8.24,TV,12,Oct 2018 - Dec 2018
mal_1035,Gyakkyou Burai Kaiji: Hakairoku-hen,8.24,TV,26,Apr 2011 - Sep 2011
mal_1036,Danshi Koukousei no Nichijou,8.23,TV,12,Jan 2012 - Mar 2012
mal_1037,Gachiakuta,8.23,TV,24,Jul 2025 - Dec 2025
